,Time,WS,Ta,RH,P,SW_IN,Rain,SIF,LAI_lv,LAI_hv,cvl,cvh,LAI,SM,DEM,CLAY,SAND,SILT,GRA,WSA,SAV,EBF,DBF,MF,ENF,WET,CRO,OSH,CSH,Month,ET,H
25,200702,2.4360995290000003,4.073297100000048,82.54364014,94.07695313,83.53494791666667,2.872970581,1316.5,2.571738482,1.55654943,0.16970075699999998,0.81671828,1.7076883404060113,0.398925573,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,2,20.27119452036497,-9999.0
51,200907,2.081358433,17.900170899999978,74.00598145,94.56976563,229.77465277777776,6.124072552,4209.5,3.222202778,3.1459870339999996,0.16970075699999998,0.81671828,3.1161953699448843,0.384594321,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,7,124.83286580295557,526.4026
21,200610,1.882056832,13.275750700000005,82.88951111,94.41757031,107.6933449074074,1.7007923130000002,1937.666667,2.824817657,2.201761007,0.16970075699999998,0.81671828,2.277592157387974,0.36633223299999995,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,10,35.453706914114754,-9999.0
26,200703,2.458479881,5.226525899999956,75.00989532,94.31415625,145.19701388888888,4.715555191,2272.75,2.772969246,2.075098276,0.16970075699999998,0.81671828,2.165345674989604,0.40168547600000004,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,3,47.697108524057185,-9999.0
64,201009,1.783424616,13.203637700000002,77.33889008,94.44783594,152.4664351851852,4.024227619,2627.25,3.0875008110000004,2.845542908,0.16970075699999998,0.81671828,2.8479581343527727,0.382875323,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,9,70.21867689103155,-9999.0
43,200808,1.854849935,17.64638670000005,75.72161865,94.45938281,197.37289351851848,5.273918629,3786.0,3.190400124,3.072644711,0.16970075699999998,0.81671828,3.0508984195947115,0.378042072,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,8,99.14226270936621,-9999.0
29,200706,2.071307182,16.520745800000046,75.47168732,94.25917969,217.96206018518515,5.435176372999999,4208.0,3.223122358,3.17696619,0.16970075699999998,0.81671828,3.141652666371178,0.390181601,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,6,123.40324153389506,-9999.0
93,201303,2.093160152,2.3184448000000657,76.23301697,93.40738281,128.67008101851852,3.298094273,890.75,2.772969246,2.075098276,0.16970075699999998,0.81671828,2.165345674989604,0.40358147,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,3,41.98389641231219,452.22001000000006
75,201109,1.798939586,16.495813000000002,77.79779053,94.7015625,157.84427083333333,4.250533104,2830.25,3.0875008110000004,2.845542908,0.16970075699999998,0.81671828,2.8479581343527727,0.37930664399999997,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,9,70.45895898133111,-9999.0
90,201212,2.674093246,0.7156311000000528,84.28316498,94.20129688,43.779311342592585,5.918640137000001,287.75,2.680881739,1.816898823,0.16970075699999998,0.81671828,1.9388421421903608,0.397097349,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,12,15.950318421233447,-9999.0
41,200806,1.807017922,16.353906300000006,73.90942383,94.51796094,216.62298611111112,5.1034879680000005,3894.25,3.223122358,3.17696619,0.16970075699999998,0.81671828,3.141652666371178,0.383206785,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,6,113.1169359107444,666.7512700000002
78,201112,3.158078432,2.6162353999999937,87.70682526,94.52371094,32.88330439814814,8.106995583,527.5,2.680881739,1.816898823,0.16970075699999998,0.81671828,1.9388421421903608,0.401194751,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,12,13.995249851753115,-9999.0
69,201103,2.491943836,5.4663635,68.0484848,94.72511719,150.38819444444445,1.91582489,1853.0,2.772969246,2.075098276,0.16970075699999998,0.81671828,2.165345674989604,0.391862035,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,3,41.530252602006996,-9999.0
85,201207,2.063086271,17.313867200000004,74.13508606,94.53358594,226.21775462962958,5.365371227,4188.0,3.222202778,3.1459870339999996,0.16970075699999998,0.81671828,3.1161953699448843,0.388305515,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,7,113.49680335063385,-9999.0
104,201403,2.031647444,6.376062000000048,69.23704529,94.3908125,162.7552199074074,1.764917135,2114.75,2.772969246,2.075098276,0.16970075699999998,0.81671828,2.165345674989604,0.38365504100000003,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,3,54.1993388308176,-9999.0
96,201306,2.091360807,15.151178000000018,71.00666809,94.61770313,225.0996296296296,6.296203136,3443.5,3.223122358,3.17696619,0.16970075699999998,0.81671828,3.141652666371178,0.384114534,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,6,145.74180287757224,-9999.0
62,201007,1.711077213,19.25289310000005,70.31746674,94.66278906,242.44180555555562,7.361220837,3506.25,3.222202778,3.1459870339999996,0.16970075699999998,0.81671828,3.1161953699448843,0.36906936799999995,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,7,122.58074804422644,702.5183450000003
32,200709,1.806919694,12.920770300000072,78.01765442,94.79621094,155.09959490740738,4.080657005,2529.0,3.0875008110000004,2.845542908,0.16970075699999998,0.81671828,2.8479581343527727,0.386728853,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,9,69.94020490150946,-9999.0
72,201106,2.115628719,16.151605200000006,70.88208008,94.57165625,211.18652777777768,6.57058382,4333.25,3.223122358,3.17696619,0.16970075699999998,0.81671828,3.141652666371178,0.38954231100000003,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,6,97.21221801496237,-9999.0
36,200801,2.066711426,2.649346899999955,80.89932251,94.775,54.019675925925924,2.589659214,568.75,2.582009554,1.574131846,0.16970075699999998,0.81671828,1.7237912296533768,0.40212619299999997,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,1,13.982136697327693,-9999.0
107,201406,2.002224922,17.217126500000063,61.09203339,94.49349219,264.9203703703704,2.900807619,4108.75,3.223122358,3.17696619,0.16970075699999998,0.81671828,3.141652666371178,0.334764987,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,6,184.3940844229387,-9999.0
5,200506,1.986573458,17.297326700000042,65.24152374,94.71171094,266.6382175925926,2.546155691,4284.5,3.223122358,3.17696619,0.16970075699999998,0.81671828,3.141652666371178,0.343158543,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,6,119.78341409887028,655.9562000000002
46,200811,2.097815037,4.735192899999959,86.14212799,94.25561719,59.710462962962964,3.562487602,508.6666667,2.693762064,1.856341124,0.16970075699999998,0.81671828,1.9732411913252288,0.394114465,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,11,22.50370470765209,-9999.0
11,200512,2.318174839,-0.7353271000000063,83.92749023,94.42978906,45.31947337962963,3.292205334,135.0,2.680881739,1.816898823,0.16970075699999998,0.81671828,1.9388421421903608,0.382846355,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,12,9.837843947669244,-9999.0
73,201107,1.852120996,16.078881800000033,71.77983856,94.25747656,220.734074074074,7.026118755,4102.25,3.222202778,3.1459870339999996,0.16970075699999998,0.81671828,3.1161953699448843,0.393509328,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,7,117.11387939630713,-9999.0
92,201302,2.699887037,-1.6218933000000106,79.91697693,94.03747656,85.54455439814814,4.088366032,125.0,2.571738482,1.55654943,0.16970075699999998,0.81671828,1.7076883404060113,0.37155398700000003,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,2,20.163857864977267,-9999.0
91,201301,2.140328646,0.6492248999999788,84.52494812,94.16953125,50.14940393518518,2.992512703,352.25,2.582009554,1.574131846,0.16970075699999998,0.81671828,1.7237912296533768,0.389928877,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,1,13.344095680986507,-9999.0
35,200712,2.737163544,0.9366089000000102,82.71154785,94.98191406,47.816669560185176,3.636655807,369.5,2.680881739,1.816898823,0.16970075699999998,0.81671828,1.9388421421903608,0.397540361,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,12,15.810583823379968,-9999.0
28,200705,2.649441719,13.470086700000026,70.10227966,94.10670313,209.50733796296296,6.2801752089999985,3430.25,3.188204765,3.0956068039999995,0.16970075699999998,0.81671828,3.069279426610684,0.368410826,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,5,115.23771799375679,-9999.0
33,200710,2.116871119,9.03621830000003,82.27623749,94.9455625,109.9715972222222,1.314151883,1678.3333329999994,2.824817657,2.201761007,0.16970075699999998,0.81671828,2.277592157387974,0.36757341,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,10,36.08649463213249,-9999.0
22,200611,1.981755733,7.032250999999974,83.67073059,94.76854688,63.02467592592593,3.4999527930000003,916.25,2.693762064,1.856341124,0.16970075699999998,0.81671828,1.9732411913252288,0.393069327,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,11,18.09925725932316,-9999.0
23,200612,2.171883345,3.1155334000000043,83.90364075,95.1896875,51.7547511574074,1.929642677,539.0,2.680881739,1.816898823,0.16970075699999998,0.81671828,1.9388421421903608,0.387048692,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,12,11.929362497481927,-9999.0
54,200910,1.933212876,9.431756600000027,80.83921814,94.59427344,97.20185185185184,3.646956444,1583.333333,2.824817657,2.201761007,0.16970075699999998,0.81671828,2.277592157387974,0.38680717299999995,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,10,36.375315167928775,-9999.0
95,201305,2.355151415,10.250238000000024,77.10713959,94.00567188,190.3139467592593,7.131811619,3309.0,3.188204765,3.0956068039999995,0.16970075699999998,0.81671828,3.069279426610684,0.40281259999999997,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,5,128.7711108015114,-9999.0
20,200609,1.760107636,16.967279100000038,80.34192657,94.46770313,152.98525462962962,5.491511345,2770.25,3.0875008110000004,2.845542908,0.16970075699999998,0.81671828,2.8479581343527727,0.37832486600000004,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,9,64.74994474014159,-9999.0
37,200802,2.398726463,3.4808899000000224,70.96005249,95.28480469,103.11594907407408,1.7075296640000002,754.0,2.573325872,1.561046004,0.16970075699999998,0.81671828,1.7116301558738385,0.388318121,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,2,17.817992090734155,-9999.0
6,200507,2.114490032,17.646203600000035,72.25400543,94.51673438,213.9284953703704,5.403286934,4267.25,3.222202778,3.1459870339999996,0.16970075699999998,0.81671828,3.1161953699448843,0.3818163570000001,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,7,113.91396612102423,614.3697300000001
3,200504,2.242630005,7.957543900000019,71.6678009,94.20379688,180.8834259259259,4.712825298,3185.333333,3.0487225060000003,2.753804684,0.16970075699999998,0.81671828,2.7664531421235607,0.398219615,454.89730830000013,20,43,35,1,0,0,0,0,0,0,0,0,0,0,4,124.77451724626185,688.3243
